"sistema";"uf_sigla";"uf_codigo";"uf_nome";"granularidade";"filtro_cid";"periodo";"valor"
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2013/Jul";142
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2013/Ago";120
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2013/Set";109
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2013/Out";145
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2013/Nov";114
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2013/Dez";107
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Jan";140
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Fev";104
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Mar";137
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Abr";142
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Mai";135
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Jun";114
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Jul";131
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Ago";139
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Set";118
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Out";132
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Nov";126
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2014/Dez";129
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Jan";138
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Fev";117
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Mar";163
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Abr";183
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Mai";150
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Jun";128
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Jul";136
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Ago";136
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Set";138
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Out";160
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Nov";140
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2015/Dez";138
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Jan";142
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Fev";149
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Mar";188
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Abr";152
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Mai";135
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Jun";134
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Jul";130
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Ago";155
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Set";127
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Out";139
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Nov";113
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2016/Dez";119
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Jan";157
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Fev";156
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Mar";196
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Abr";181
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Mai";148
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Jun";155
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Jul";143
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Ago";164
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Set";151
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Out";115
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Nov";122
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2017/Dez";116
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Jan";139
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Fev";119
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Mar";149
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Abr";169
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Mai";193
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Jun";143
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Jul";171
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Ago";146
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Set";132
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Out";137
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Nov";141
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2018/Dez";147
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Jan";153
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Fev";139
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Mar";146
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Abr";176
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Mai";182
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Jun";168
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Jul";181
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Ago";145
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Set";159
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Out";150
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Nov";140
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2019/Dez";132
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Jan";168
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Fev";167
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Mar";202
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Abr";243
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Mai";375
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Jun";220
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Jul";171
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Ago";166
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Set";137
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Out";148
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Nov";155
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2020/Dez";127
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Jan";155
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Fev";161
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Mar";207
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Abr";189
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Mai";166
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Jun";185
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Jul";170
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Ago";142
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Set";131
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Out";151
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Nov";153
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2021/Dez";184
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Jan";282
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Fev";171
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Mar";162
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Abr";157
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Mai";161
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Jun";133
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Jul";155
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Ago";165
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Set";133
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Out";154
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Nov";144
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2022/Dez";143
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Jan";172
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Fev";162
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Mar";173
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Abr";165
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Mai";145
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Jun";159
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Jul";170
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Ago";161
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Set";133
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Out";153
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Nov";159
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2023/Dez";150
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Jan";170
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Fev";110
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Mar";166
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Abr";175
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Mai";197
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Jun";161
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Jul";156
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Ago";176
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Set";193
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Out";171
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Nov";165
"SIM-DO";"MA";"21";"Maranhão";"mensal";"I10,I11,I12,I13,I14,I15";"2024/Dez";160
